     district      |       block        |          cluster          | klpid |                        institution                         
 kolar             | mulbagal           | h.gollahalli              | 18122 | GHPS V HOSAHALLI
 kolar             | kolar              | narasapura                | 17404 | GMHPS NARASAPURA
 bijapur           | bijapur  rural     | baratagi                  | 28122 | GOVT HPS BARATGI LT 3 A
 ramanagara        | kanakapura         | harohalli                 | 31678 | GKLPS K BHEEMASANDRA
 ramanagara        | kanakapura         | kanakapura town           | 31687 | GKLPS MARAJAKATTA
 bellary           | kudligi            | kudligi for boys          |  3774 | GLPS ASHRAYA COLONY
 bellary           | kudligi            | sollamma mandira          |  3779 | GLPS    AZAD NAGAR  KUDLIGI
 bidar             | basavakalyan       | islampur                  |  4758 | GOVT LPS MANGALOORE
 bidar             | basavakalyan       | nirgudi                   |  4769 | GOVT LPS TADOLA THANDA
 bidar             | basavakalyan       | rajeshwar                 |  4761 | GOVT GIRLS HPS RAJESHWAR
 bidar             | basavakalyan       | rajeshwar                 |  4762 | GOVT MPS RAJESHWAR
 bidar             | basavakalyan       | sastapur                  |  4776 | GOVT LPS HIPPARGAGHAT THANDA
 bidar             | basavakalyan       | sastapur                  |  4773 | GOVT LPS BANDENAWAZWADI
 gulbarga          | afzalpur           | mannur                    | 13866 | GOVT HPS SESHAGIRI WADI MANNUR
 gulbarga          | aland              | narona                    | 13691 | GOVT HPS TELLUR
 gulbarga          | aland              | salagar (v.k.)            | 13738 | GOVT HPS SANAGUNDA
 gulbarga          | aland              | yelasangi                 | 13759 | GOVT HPS HADALAGI (KAN)
 gulbarga          | gulbarga north     | sonth                     | 31173 | GOVT LPS PURUNAIK TANDA
 koppal            | gangavathi         | marali                    | 19766 | GHPS CHANDUNAGAR GANGAVATHI
 koppal            | gangavathi         | navali                    | 19738 | GMHPS NAWALI
 koppal            | gangavathi         | sriramanagar              | 19785 | GHPS SRIRAMANGAR
 kolar             | malur              | araleri                   | 17654 | GHPS HULKUR
 kolar             | mulbagal           | agara                     | 18110 | GHPS KOLADEVI
 bangalore u south | anekal             | neriga                    | 33372 | GLPS HALASA HALLI
 chitradurga       | chitradurga        | kolahal                   | 12147 | GLPS ARABAGATTA
 bangalore u south | south-4            | bidarahalli               | 32847 | GKLPS ADURU
 koppal            | koppal             | kunikeri                  | 20122 | GHPS LACHANAKERI
 koppal            | yelburga           | hirearalihalli            | 20493 | GHPS TARALAKATTI
 raichur           | raichur            | matamari                  | 24363 | GHPS PURTHIPPALI
 yadagiri          | shahapur           | darshanapur               | 24813 | GHPS CHAMANAL
 yadagiri          | shahapur           | gogi                      | 24982 | GLPS BANGALA TANDA
 yadagiri          | shorapur           | kodekal                   | 25167 | GOVT HPS HAGARATGI
 bijapur           | chadachan          | horti                     | 29240 | GOVT HPS KOTNAL
 yadagiri          | shorapur           | mudanoor                  | 30079 | GOVT HPS MUDANOOR K
 bangalore u south | south-4            | bidarahalli               | 32850 | GKLPS MARAGONDANAHALLI (VARANASI)
 bangalore u north | north-4            | chikkajalla               | 33265 | GKHPS NAVARATHNA AGRAHARA
 bangalore u north | north-4            | chikkajalla               | 33255 | GKLPS HUTTANAHALLI
 ramanagara        | kanakapura         | harohalli                 | 31686 | GKLPS DODDABHADAGERE
 ramanagara        | kanakapura         | kanakapura town           | 31683 | GKLPS TAMASANDRA
 ramanagara        | kanakapura         | sathanuru                 | 31684 | GKLPS NEHARUDODDI
 ramanagara        | kanakapura         | harohalli                 | 31681 | GKLPS HAROHALLI
 ramanagara        | kanakapura         | attihalli                 | 31680 | GKLPS HONNAHALLI
 ramanagara        | kanakapura         | attihalli                 | 31685 | GKLPS SOORANAHALLI
 bangalore u north | north-4            | chikkajalla               | 33252 | GKLPS BHOVIPALYA
 bangalore u north | north-4            | chikkajalla               | 33258 | GKLPS MEENUKUNTE HOSUR
 bangalore u north | north-4            | chikkajalla               | 33261 | GKLPS SHETTIGERE
 bangalore u north | north-4            | chikkajalla               | 33256 | GKLPS KOLIPURA
 bangalore u north | north-1            | ullau new town            | 33277 | GKLPS MANGANAHALLI
 bangalore u north | north-4            | mathahalli                | 33240 | GKLPS HONNASANDRA
 bangalore u north | north-4            | chikkajalla               | 33259 | GKLPS MEESAGANAHALLI
 chitradurga       | holalkere          | ramagiri                  | 13062 | HPS BIDARIKERE
 bijapur           | sindagi            | yankanchi                 | 28995 | GOVT HPS SUGATHAN
 bijapur           | basavan  bagewadi  | ingaleshwar               | 27799 | GOVT KBHPS BALLAVOOR (ING)
 chitradurga       | molakalmur         | b.g.kere                  | 13391 | GHPS SURAMMANAHATTI
 kolar             | srinivasapur       | nambihalli                | 18345 | GHPS CHALDIGANAPALLI
 kolar             | bangarapete        | bethamangala              | 15085 | GHPS GUTTAHALLI
 ramanagara        | kanakapura         | kanakapura town           | 31718 | GKLPS HOSHAKOTTE
 bagalkot          | mudhol             | mahalingapur kgs          |  2991 | GOVT UBLPS SADHUNAGUDI MAHALINGAPUR
 bagalkot          | jamakhandi         | todalbagi                 |  2762 | GOVT LPS BANASIDDA VST TODALABAGI
 bangalore u south | anekal             | huskur                    | 32857 | GKLPS GHATTA HALLI
 bangalore u north | north-4            | mathahalli                | 33243 | GKLPS VADERAHALLI (MATHAHALLI)
 bangalore u south | south-4            | varthur                   | 32901 | GKLPS BHOGANAHALLI
 bagalkot          | bilagi             | yadahalli                 |  2320 | GOVT LPS DPEP) YADAHALLI EXT
 bagalkot          | hunagund           | kudal sangam              |  2363 | GOVTKBLPS CHIKMALAGAVI
 bagalkot          | hunagund           | hungund                   |  2405 | GOVT KBLPS MEDANAPUR
 bangalore u south | anekal             | neralur                   | 33410 | GKLPS KRISHNASAGARA
 bangalore u south | anekal             | chikka hosa halli         | 32531 | GKLPS MYSOORAMMANADODDI
 bangalore u south | south-4            | ramamurthy nagar          | 33318 | GKLPS SUDDAGUNTE PALYA
 bagalkot          | mudhol             | mahalingapur kgs          |  2970 | GOVT LPS BISANAL
 bagalkot          | hunagund           | nagur                     |  2486 | GOVT KBLPS YADAHALLI
 chitradurga       | chitradurga        | turuvanur                 | 11908 | GLPS HALEDODDAHATTI
 chitradurga       | chitradurga        | turuvanur                 | 11907 | GLPS CHINURITPPAYANAHATTI
 chitradurga       | chitradurga        | turuvanur                 | 11905 | GLPS HAKYAL GOLLARAHATTI
 chitradurga       | chitradurga        | turuvanur                 | 11901 | GLPS MANNEBORENAHATTI
 chitradurga       | chitradurga        | turuvanur                 | 11899 | GLPS KARIMMANAHATTI
 chitradurga       | chitradurga        | turuvanur                 | 11896 | GLPS K.GOLLERAHATTI
 ramanagara        | kanakapura         | hukunda( d. gollahalli)   | 31717 | GKLPS THAGADEGOWDANADODDI
 ramanagara        | kanakapura         | dodda muduvadi            | 31716 | GKLPS LINGEGOWDANADODDI
 kolar             | kolar              | p.c. halli                | 17497 | GLPS NADUPALLI
 bijapur           | chadachan          | chadachan(urdu)           | 29393 | UBHPS DEVARA NIMBARAGI
 chitradurga       | hiriyur            | metikurke                 | 12857 | HPS BALENAHALLI
 bellary           | hagaribommanahalli | hampapattana              |  3425 | GLPS   HALAGAPURA
 bellary           | hagaribommanahalli | hansi                     |  3402 | GLPS KALLA HALLI
 bellary           | kudligi            | mahadevapura              |  3938 | GHPS    YEROBANA HATTI
 bellary           | kudligi            | sollamma mandira          |  3957 | GLPS   HARIJANA KERI
 bellary           | sandur             | bandri                    |  3994 | GLPS    HOSA JOGI KALLU
 bellary           | sandur             | tharanagara               |  3971 | GULPS  THARA NAGARA
 bellary           | siruguppa          | nadanga                   |  4208 | GLPS ALABANOOR
 gulbarga          | aland              | duttargaon                | 13590 | GOVT HPS KODALHANGARGA
 gulbarga          | aland              | yelasangi                 | 13758 | GOVT HPS BENNESIROOR
 gulbarga          | chittapur          | pethsiroor                | 14410 | GOVT MPS MARTUR
 gulbarga          | chittapur          | tengali                   | 14444 | GOVT HPS ARAJAMBAGA
 gulbarga          | gulbarga north     | ankalaga                  | 14941 | GOVT HPS KURIKOTA
 gulbarga          | gulbarga south     | faratabad                 | 30145 | GLPS KADANI NEW EXT
 gulbarga          | jewargi            | andola                    | 14632 | GOVT LPS HOTINAMADU
 gulbarga          | jewargi            | yedrami                   | 14817 | GOVT HPS YEDRAMI
 koppal            | koppal             | betageri                  | 19968 | GHPS MAINAHALLI
 koppal            | koppal             | koppal (w)                | 20093 | GMHPS STATION ROAD KOPPAL
 koppal            | yelburga           | chikkamyagiri             | 20498 | GHPS GEDDIGERI
 raichur           | devadurga          | jalahalli                 | 23700 | GHPS MUDUGOT
 raichur           | lingasugur         | lingasugur rural          | 23776 | GHPS CHIKKAHESARUR
 raichur           | sindhanur          | gorebal                   | 24550 | GHPS SIDRAMPUR
 raichur           | sindhanur          | pagadadinni               | 24724 | GHPS MALLAPUR
 raichur           | sindhanur          | sri venkteswara camp      | 24687 | GHPS SOMALAPUR
 bangalore u south | anekal             | atthibele                 | 33254 | GKLPS CHIKKANAHALLI
 chitradurga       | chitradurga        | chikkagondanahalli        | 11912 | GHPS NEW COLONY C.G.HALLI
 yadagiri          | shahapur           | gogi                      | 30095 | GLPS BYARIDODDI
 yadagiri          | shahapur           | halisagar ( north )       | 25008 | GHPS PETH SHAHAPUR
 yadagiri          | shahapur           | halisagar (south)         | 25009 | GMPS GIRLS SHAHAPUR
 yadagiri          | shahapur           | naganatagi                | 24876 | GHPS NAGANATAGI
 bagalkot          | bilagi             | manniker                  |  2333 | GOVT LPS HONNIHAL LT
 yadagiri          | yadgir             | balichakkar               | 25589 | GOVT HPS KILLANKERA
 chitradurga       | molakalmur         | b.g.kere                  | 13422 | GHPS CHIKKOBANAHALLI
 kolar             | kolar              | p.c. halli                | 17227 | GHPS PETECHAMANAHALLI
 chitradurga       | challakere         | ramajogihalli             | 12532 | HPS CHIKKAMADURE
 chitradurga       | holalkere          | talikatte                 | 13073 | HPS TALIKATTE
 bijapur           | indi               | lachyan                   | 28484 | GOVT HPS INGALAGI
 bijapur           | muddebihal         | minajagi                  | 28859 | GOVT HPS DEVARAR HULAGABAL
 kolar             | bangarapete        | hudukula                  | 16998 | GHPS ITHANDAHALLI
 chitradurga       | hosadurga          | malali                    | 13362 | GHPS NEERAGUNDAHA
 kolar             | mulbagal           | devarayasamudra           | 17917 | GHPS JAMMANAHALLI
 bijapur           | bijapur  rural     | gunadal                   | 28187 | GOVT HPS MADUGUNAKI
 kolar             | k g f              | kalavanchi                | 30122 | GKLPS BATHLAYURU
 kolar             | k g f              | kalavanchi                | 18648 | GKLPS PURA
 bangalore u north | north-4            | abbigere                  | 33233 | GULPS MEDIAGRAHARA
 bangalore u north | north-4            | abbigere                  | 33231 | GKLPS SOMASHETTYHALLI
 bangalore u south | anekal             | sarjapura                 | 32951 | GKLPS BIKKANAHALLI
 bangalore u north | north-4            | mathahalli                | 33248 | GKLPS GOVINDAPURA
 bangalore u north | north-4            | rajankunte                | 32781 | GKLPS THIMMASANDRA (RAJANA KUNTE)
 chamarajanagara   | hanur              | odakehalla                |  7128 | GLPS MEGALRUDANTHALLI
 chikkaballapura   | chikkaballapur     | poshettihalli             | 10627 | GHPS GUNGERLAHALLI
